,id_municipio,sigla_uf,ano,rbc_corrente,rbc_transf,d_educacao,d_educacao_fund,d_educacao_inf,taxa_aprovacao_inicial,indicador_rendimento_inicial,nota_saeb_matematica_inicial,nota_saeb_lingua_portuguesa_inicial,ideb_inicial,taxa_aprovacao_final,indicador_rendimento_final,nota_saeb_matematica_final,nota_saeb_lingua_portuguesa_final,ideb_final,inse_2019,populacao_estimada,populacao_0_15_anos,pib,name_region
7751,2308609,CE,2013,31810436.92,30965301.56,12112330.34,10095813.29,1257814.0,90.4,0.91116297,204.88,188.66,4.8,78.3,0.79341799,255.63,259.54,4.2,4.3321,17090,4317,83660530,Nordeste
7752,2308609,CE,2015,40130288.85,38575462.55,16553537.12,15042739.71,125682.0,94.3,0.94556397,,,5.8,87.3,0.88269401,,,4.2,4.3321,17120,4011,106163874,Nordeste
7753,2308609,CE,2017,43031020.91,41443821.86,22006770.48,20592529.84,117746.66,91.8,0.92305899,219.89,223.74,5.7,90.3,0.90173203,257.11,269.51,4.9,4.3321,17151,3851,126565748,Nordeste
7754,2308609,CE,2019,52876583.78,50577173.13,21411509.98,19597033.34,91820.0,92.4,0.91961497,224.03,226.44,5.8,87.2,0.86384201,256.35,259.41,4.5,4.3321,17234,3749,141228202,Nordeste
7759,2933000,BA,2013,38601544.86,36561671.39,14571052.97,8633984.41,1104133.06,95.1,0.95336998,198.08,177.94,4.7,76.2,0.772928,237.78,231.75,3.5,4.5905,26211,5847,161493493,Nordeste
7760,2933000,BA,2015,44853861.95,41787994.06,17774864.39,0.0,926145.63,94.9,0.94933099,,,4.9,81.1,0.817388,,,3.5,4.5905,26914,5790,196135766,Nordeste
7761,2933000,BA,2017,49520336.0,45632224.0,21381868.76,13821247.51,1048537.92,95.2,0.95302498,202.25,192.27,5.1,81.8,0.82059002,238.49,238.83,3.8,4.5905,27775,5771,224141898,Nordeste
7762,2933000,BA,2019,61244014.86,59068638.71,23322293.51,19546017.55,1213403.73,94.8,0.94935101,212.58,204.63,5.5,87.8,0.87815797,242.0,237.08,4.1,4.5905,28473,5745,229006033,Nordeste
7763,2609501,PE,2013,42306665.35,39233199.19,14008999.25,12258446.59,403397.84,84.6,0.85788101,195.75,180.77,4.3,76.5,0.77554601,206.77,205.22,2.7,4.2384,31837,7388,349619009,Nordeste
7764,2609501,PE,2015,49283108.8,43748361.42,17772889.9,15949122.54,453884.05,85.7,0.85938001,,,4.4,80.1,0.80008298,,,3.5,4.2384,32058,7169,423491673,Nordeste
7765,2609501,PE,2017,54412610.08,49154703.99,21327549.5,18863851.3,297241.92,89.0,0.900078,192.86,183.75,4.5,82.2,0.81926697,222.02,226.99,3.4,4.2384,32259,6981,520236169,Nordeste
7766,2609501,PE,2019,63371250.65,58900111.02,22928844.35,21767761.63,2070.0,93.1,0.92735702,190.69,182.94,4.6,90.8,0.91041398,228.25,235.41,4.0,4.2384,32471,6847,547715404,Nordeste
7771,2603009,PE,2013,58285935.82,45148475.16,21222011.68,17309677.93,2443031.72,96.0,0.957111,198.77,179.78,4.8,91.6,0.91239899,224.39,214.64,3.6,4.2069,32482,9623,324359593,Nordeste
7772,2603009,PE,2015,58915211.92,47792945.62,21655585.49,18497594.75,1887675.19,95.0,0.956034,,,5.1,95.8,0.958561,,,4.0,4.2069,33088,9481,317393021,Nordeste
7773,2603009,PE,2017,67777994.27,58917270.57,26052704.22,22825159.03,1806581.16,97.3,0.97626501,201.5,190.75,5.2,95.1,0.95329499,253.25,254.39,4.9,4.2069,33641,9319,404210172,Nordeste
7774,2603009,PE,2019,75935873.42,66053770.89,23269501.99,20754399.06,2248761.48,99.2,0.993321,200.91,188.36,5.2,97.9,0.97959697,255.58,243.77,4.9,4.2069,34221,9231,412831747,Nordeste
7775,2505907,PB,2013,10089919.64,9946393.07,3218093.76,2895629.23,319764.53,85.9,0.85963798,190.3,167.11,4.0,59.9,0.58432901,223.38,211.58,2.3,3.6847,3421,941,24170539,Nordeste
7776,2505907,PB,2015,11753321.68,11554240.75,3529060.45,3383177.26,144057.93,89.9,0.89953297,,,4.3,79.4,0.78672302,,,3.8,3.6847,3455,906,26746889,Nordeste
7777,2505907,PB,2017,13399115.43,13148652.28,3629512.6,3138537.29,490975.31,78.8,0.80568302,196.22,176.77,4.0,80.2,0.79920501,244.86,253.0,4.0,3.6847,3488,884,32011058,Nordeste
7778,2505907,PB,2019,15493490.02,15217403.81,3830113.34,3117601.2,600120.48,85.0,0.84942901,211.22,188.03,4.6,87.2,0.88358903,269.32,253.83,4.8,3.6847,3522,888,34159400,Nordeste
7783,2105153,MA,2013,26022168.73,25608192.57,15634953.28,15197611.64,145029.33,91.4,0.91181201,151.63,149.17,3.3,85.8,0.85451102,207.55,215.28,3.2,4.0013,13280,4517,164830657,Nordeste
7784,2105153,MA,2015,34123233.54,32500041.33,19859905.44,19859905.44,0.0,91.3,0.91272599,,,3.8,78.4,0.79063201,,,3.3,4.0013,13580,4484,122983170,Nordeste
7785,2105153,MA,2017,41010971.97,37489536.24,24078780.48,20555362.44,439979.4,93.7,0.93762898,184.5,180.14,4.5,83.7,0.83712602,222.91,223.72,3.4,4.0013,13873,4471,159422041,Nordeste
7786,2105153,MA,2019,56256198.02,53820639.57,26500887.04,26307609.1,148097.62,90.4,0.902776,189.83,171.22,4.2,83.4,0.832982,218.86,223.42,3.4,4.0013,14177,4438,198011631,Nordeste
7787,2112456,MA,2013,32454912.96,31825732.48,15678297.51,15226885.65,3361.2,87.0,0.87131,134.96,131.75,2.6,67.0,0.67994899,211.71,213.99,2.6,3.9504,24110,8802,110074496,Nordeste
7788,2112456,MA,2015,45322240.65,44447550.54,24316032.88,24170925.22,145107.66,90.7,0.90978599,,,3.6,77.1,0.77910298,,,3.2,3.9504,24615,8831,130668897,Nordeste
7789,2112456,MA,2017,52550666.48,51521993.95,31974339.94,29927370.26,245252.32,90.7,0.90938699,171.21,159.61,3.8,82.5,0.82272601,216.07,216.38,3.2,3.9504,25107,8826,156656038,Nordeste
7790,2112456,MA,2019,66590477.57,66021220.44,35861573.07,31901786.81,1116124.6,92.6,0.92648602,180.83,167.74,4.1,86.0,0.85766798,229.02,237.44,3.8,3.9504,25619,8787,162577295,Nordeste
7795,2926400,BA,2013,52895195.75,50469930.59,22513815.95,21491105.52,2400.0,92.2,0.91895902,186.08,172.08,4.3,76.1,0.77313799,245.69,238.39,3.7,4.3282,34314,8378,176210873,Nordeste
7796,2926400,BA,2015,60347697.06,54351254.35,24553491.71,24442540.94,110950.77,92.9,0.91863197,,,5.5,80.4,0.80105799,,,4.2,4.3282,34687,8027,218874299,Nordeste
7797,2926400,BA,2017,65513565.74,59659175.36,26154840.93,26015917.93,0.0,95.3,0.95824599,228.03,223.55,6.1,84.7,0.844244,254.69,254.22,4.3,4.3282,35051,7762,246843182,Nordeste
7798,2926400,BA,2019,75820221.39,68303270.23,30568368.74,25684048.59,4551788.7,94.3,0.94944698,216.89,205.69,5.5,87.6,0.87655002,266.54,264.85,4.8,4.3282,35421,7540,267721142,Nordeste
7803,2101301,MA,2013,29815876.54,29281773.33,16902920.81,14608462.37,846635.27,91.7,0.92393798,168.07,164.0,3.8,81.4,0.80255097,204.61,201.91,2.8,3.9165,18142,5324,77106543,Nordeste
7804,2101301,MA,2015,20311809.58,20091112.85,8995110.85,0.0,0.0,92.9,0.93147701,,,4.1,79.7,0.80056399,,,3.4,3.9165,18290,4988,84818109,Nordeste
7805,2101301,MA,2017,34781156.41,34343552.91,14874224.79,14212008.16,400.0,94.0,0.93936002,184.63,175.11,4.4,81.8,0.82012397,224.58,229.55,3.5,3.9165,18433,4834,96548479,Nordeste
7806,2101301,MA,2019,55407251.51,54173213.57,24148175.24,24148175.24,0.0,95.4,0.95402098,199.83,184.75,4.9,88.7,0.88805699,231.49,236.28,4.0,3.9165,18582,4655,114156689,Nordeste
7807,2917805,BA,2013,35364339.5,34463366.33,17894605.19,17338963.21,0.0,79.9,0.79270101,158.63,142.08,2.8,61.8,0.62450802,,,,4.1721,17477,4713,124301619,Nordeste
7808,2917805,BA,2015,48901710.58,40826146.87,24194437.75,5889726.94,1905135.59,86.3,0.87283802,,,3.8,82.1,0.83255798,,,,4.1721,17977,4561,163414127,Nordeste
7809,2917805,BA,2017,53786937.68,47623161.01,22440635.84,6054325.69,20224.3,86.3,0.86683297,191.99,181.3,4.3,67.7,0.68397498,222.57,214.02,2.7,4.1721,18379,4487,158019495,Nordeste
7810,2917805,BA,2019,65311097.33,57713500.27,24992377.64,22131498.3,226006.91,89.4,0.90085,187.11,180.8,4.3,80.8,0.81826699,229.08,246.61,3.8,4.1721,18788,4437,179681669,Nordeste
7811,2100873,MA,2013,22233990.84,21647462.66,10360129.21,9728977.22,190032.7,87.9,0.87785703,124.45,126.94,2.3,87.7,0.87880403,210.77,211.44,3.3,3.9975,14662,4861,56314029,Nordeste
7812,2100873,MA,2015,25540930.51,25008214.63,12547141.44,0.0,0.0,94.9,0.94918299,,,4.2,87.3,0.867401,,,3.6,3.9975,14919,4720,64860497,Nordeste
7813,2100873,MA,2017,31135938.25,30113249.24,14659155.58,13560342.92,0.0,95.8,0.95975697,178.42,170.66,4.3,84.8,0.85116601,205.69,208.47,3.0,3.9975,15166,4694,77794606,Nordeste
7814,2100873,MA,2019,36819632.38,36198372.45,17495847.07,16611719.71,0.0,94.1,0.93880099,180.08,166.38,4.2,90.2,0.90072799,222.16,228.27,3.8,3.9975,15426,4651,79631955,Nordeste
7815,2100832,MA,2013,26737845.31,25888204.9,15368228.73,0.0,0.0,88.6,0.89602298,157.3,151.16,3.3,76.4,0.76705599,221.14,220.28,3.1,3.8929,17439,5228,74031715,Nordeste
7816,2100832,MA,2015,38320445.81,37146631.01,21302582.88,19766274.6,564933.28,92.6,0.92718202,,,4.0,74.6,0.74542999,,,3.2,3.8929,17785,4989,90648494,Nordeste
7817,2100832,MA,2017,37587906.49,36578865.83,19332346.18,18370601.3,501784.71,93.7,0.93877298,187.86,182.05,4.6,84.4,0.84334499,228.36,229.86,3.6,3.8929,18122,4856,104063621,Nordeste
7818,2100832,MA,2019,48270703.26,46719223.52,24392760.11,22723862.53,967895.99,93.6,0.93348402,184.27,168.5,4.2,83.0,0.82932901,238.08,234.55,3.8,3.8929,17239,4432,117759208,Nordeste
7823,2103158,MA,2013,23517979.06,22661233.75,9887790.4,7874550.09,1131517.96,91.3,0.89100403,138.16,133.13,2.7,77.4,0.78082901,228.69,219.64,3.2,3.9891,12178,4104,55391245,Nordeste
7824,2103158,MA,2015,25731138.89,24930149.16,12104558.6,0.0,0.0,88.8,0.89038199,,,3.6,72.3,0.716317,,,3.1,3.9891,12606,4104,62215544,Nordeste
7825,2103158,MA,2017,30426327.97,29476058.99,13670800.9,12920413.18,0.0,93.1,0.93698102,175.86,163.39,4.0,79.9,0.79406601,218.38,219.99,3.2,3.9891,13024,4082,71079445,Nordeste
7826,2103158,MA,2019,42643301.71,41529630.67,24609242.15,22869890.34,0.0,91.9,0.916749,178.38,163.88,4.0,83.8,0.83739799,219.99,215.02,3.3,3.9891,13458,4053,86298517,Nordeste
7827,2105807,MA,2013,19993536.48,19738732.53,8132069.76,7516879.68,32142.88,94.7,0.94304901,149.8,151.78,3.4,83.3,0.83811003,210.17,208.52,3.1,3.9867,9986,3091,44187185,Nordeste
7828,2105807,MA,2015,24875824.12,24570620.96,12242732.03,0.0,0.0,93.9,0.94057,,,4.5,90.0,0.90055299,,,4.1,3.9867,10716,3136,56900883,Nordeste
7829,2105807,MA,2017,28813580.16,27858959.54,15509112.02,7385012.75,0.0,95.0,0.94979501,206.39,195.47,5.2,91.9,0.92097503,240.13,237.75,4.3,3.9867,10776,3029,65709919,Nordeste
7830,2105807,MA,2019,33703293.65,32929517.48,15486619.78,8469488.06,0.0,99.3,0.993559,217.91,194.57,5.6,97.1,0.972794,257.73,267.35,5.3,3.9867,10840,2903,70236999,Nordeste
7831,2405306,RN,2013,16692287.13,16257145.99,6619560.3,6492831.1,0.0,83.0,0.83969599,165.13,160.05,3.4,74.0,0.758286,215.36,202.63,2.8,4.2061,9532,2582,50787722,Nordeste
7832,2405306,RN,2015,19687156.46,18354293.59,8522859.48,8325800.5,76485.0,81.4,0.81263298,,,3.5,63.8,0.64372998,,,2.9,4.2061,9739,2515,58492914,Nordeste
7833,2405306,RN,2017,22158991.85,20055772.3,7574038.93,6771173.17,795996.23,81.7,0.81405997,181.36,178.38,3.8,54.3,0.53258502,227.38,233.91,2.3,4.2061,9932,2446,65985041,Nordeste
7834,2405306,RN,2019,25546207.22,23007929.63,9496931.03,8074748.85,1081599.27,89.2,0.88772899,237.58,221.42,5.8,86.6,0.871746,260.48,253.72,4.6,4.2061,10181,2418,75403474,Nordeste
7835,2309102,CE,2013,22187917.56,21441246.72,7466753.26,5445131.77,857432.66,93.3,0.92975003,219.47,199.97,5.4,95.5,0.95734799,246.75,249.11,4.7,4.2812,12156,3365,70612558,Nordeste
7836,2309102,CE,2015,23127017.3,22317105.01,8107800.45,5451241.18,1396593.98,95.6,0.95559299,,,5.1,83.1,0.83153701,,,4.5,4.2812,12448,3289,87880752,Nordeste
7837,2309102,CE,2017,33889786.48,24896692.49,8730644.87,5270310.63,2096369.84,96.6,0.96595597,211.5,199.71,5.4,89.0,0.886006,237.63,250.41,4.3,4.2812,12742,3272,125253848,Nordeste
7838,2309102,CE,2019,32556553.89,31177089.82,9548856.53,6619855.02,675325.59,99.7,0.99718797,246.13,228.55,6.8,92.4,0.929299,252.36,255.0,4.8,4.2812,10823,2722,106688354,Nordeste
7843,2913606,BA,2013,279930479.29,233619255.19,81039927.27,70074013.02,98061.0,82.0,0.82392198,177.94,168.82,3.6,80.4,0.78745902,221.07,221.02,3.2,4.4486,177697,42287,3219405022,Nordeste
7844,2913606,BA,2015,339331508.21,264387146.25,88309048.61,80664783.46,255514.47,83.7,0.83782399,,,4.3,79.8,0.79372799,,,3.7,4.4486,172516,38912,3641505632,Nordeste
7845,2913606,BA,2017,366593841.55,279765325.01,95136725.9,75165444.4,108644.0,85.2,0.85638702,201.53,197.3,4.6,76.4,0.75348598,229.38,235.25,3.3,4.4486,167467,36271,3837057533,Nordeste
7846,2913606,BA,2019,431186461.15,338824714.9,109664378.66,92795230.11,3050315.1,85.9,0.85939002,202.96,193.11,4.6,81.9,0.80866599,233.27,235.86,3.6,4.4486,162327,33802,4667858462,Nordeste
7851,2104800,MA,2013,108156224.01,94086872.74,52897191.85,49114448.72,3671715.21,91.8,0.91726798,164.86,154.72,3.6,78.7,0.78665602,213.94,213.22,3.0,4.2165,65647,21896,480883477,Nordeste
7852,2104800,MA,2015,118365870.33,113280573.32,61148086.79,60341322.88,806763.91,95.1,0.95071,,,4.3,86.3,0.86466098,,,3.6,4.2165,66947,21496,530213369,Nordeste
7853,2104800,MA,2017,131237346.66,118903671.69,67454715.71,64622718.38,2831997.33,91.8,0.91747898,181.0,175.27,4.2,81.2,0.812738,224.0,232.24,3.5,4.2165,68211,21290,669769186,Nordeste
7854,2104800,MA,2019,153894776.23,144743661.17,76072336.12,73638982.81,2433353.31,94.0,0.94089502,183.5,170.17,4.3,86.4,0.86646003,227.69,231.42,3.7,4.2165,69527,20994,740104886,Nordeste
7855,2101202,MA,2013,117561849.79,108866541.11,38329919.39,27563959.28,5905141.82,93.6,0.93646199,172.17,164.38,4.0,84.6,0.84867299,222.86,226.46,3.5,4.1798,103070,29289,880682305,Nordeste
7856,2101202,MA,2015,175299852.15,163299632.38,71324684.33,54601427.12,16153775.65,95.4,0.95478398,,,4.8,89.0,0.89114702,,,3.9,4.1798,103699,28351,1017126396,Nordeste
7857,2101202,MA,2017,188219760.01,172450274.08,72544876.09,52200064.47,17345373.3,97.1,0.97218698,199.85,188.69,5.1,90.8,0.90780002,230.58,238.63,4.1,4.1798,104312,27596,1133533042,Nordeste
7858,2101202,MA,2019,242081072.25,215706938.69,87336247.69,66644449.51,17865506.8,96.9,0.96947002,208.33,194.17,5.3,91.2,0.91268402,243.8,247.46,4.4,4.1798,104949,26658,1257079304,Nordeste
7859,2516409,PB,2013,17229300.26,16471110.08,5908751.83,4685986.94,751950.34,90.4,0.904419,202.36,183.69,4.7,77.9,0.77996099,220.03,226.86,3.2,4.2323,10599,2418,56380392,Nordeste
7860,2516409,PB,2015,19769894.54,19075644.21,7135303.07,6624454.51,270079.63,93.0,0.92879802,,,4.6,89.2,0.89553303,,,3.9,4.2323,10713,2328,66817960,Nordeste
7861,2516409,PB,2017,21518088.08,21016199.87,8425281.58,8009434.01,116328.44,93.7,0.93786401,192.77,177.21,4.6,90.9,0.90829098,235.86,232.36,4.1,4.2323,10827,2292,74791642,Nordeste
7862,2516409,PB,2019,23692345.47,22451938.28,8484689.46,8115246.49,14516.26,94.9,0.95236301,199.05,182.11,4.8,90.5,0.90398699,220.3,217.19,3.6,4.2323,10911,2260,79834818,Nordeste
7867,2403608,RN,2013,54092915.91,39217797.89,17730332.5,17568883.28,159534.02,81.6,0.82077998,169.14,161.46,3.4,76.8,0.80493301,223.22,217.47,3.2,4.4129,26331,7166,247012771,Nordeste
7868,2403608,RN,2015,71589802.15,45797418.05,23981924.28,23053202.46,901585.73,83.0,0.83270597,,,4.1,79.2,0.81200802,,,3.7,4.4129,27119,7100,306874606,Nordeste
7869,2403608,RN,2017,80389441.07,54049295.14,27074233.43,27037465.13,36768.3,83.8,0.83654702,187.86,183.8,4.1,80.7,0.82178998,233.03,236.85,3.7,4.4129,27855,7035,387253098,Nordeste
7870,2403608,RN,2019,94230245.47,63100485.46,31874507.25,25187365.12,5945003.75,86.8,0.86707598,195.83,187.39,4.4,85.5,0.86493099,238.57,244.44,4.1,4.4129,28583,7009,451697078,Nordeste
7887,2702553,AL,2013,30759481.39,30027886.51,11719449.87,10935696.01,45164.0,86.2,0.86204702,148.8,140.41,2.9,70.7,0.70854503,225.13,222.14,2.9,4.0173,17851,4718,79613367,Nordeste
7888,2702553,AL,2015,34628227.32,33778338.22,14856844.24,13394603.07,635020.92,89.1,0.89317,,,4.1,76.5,0.77505201,,,3.3,4.0173,18000,4471,94368410,Nordeste
7889,2702553,AL,2017,55375769.03,37021267.59,20084292.14,18429783.62,528770.18,96.6,0.96776801,186.28,176.77,4.6,93.3,0.93629301,221.66,207.02,3.6,4.0173,18101,4286,104606693,Nordeste
7890,2702553,AL,2019,48541807.62,47249730.48,18832811.72,17079926.84,1002752.99,99.1,0.99172097,184.44,175.94,4.6,94.0,0.94168299,220.96,222.55,3.8,4.0173,18205,4140,117594009,Nordeste
7895,2908903,BA,2013,35681424.47,31800807.25,13719429.29,13376843.82,297325.22,81.0,0.81900799,170.71,154.41,3.3,73.1,0.75959897,216.47,212.33,2.9,4.3862,22459,5458,145168349,Nordeste
7896,2908903,BA,2015,43349527.02,39408471.36,18135547.76,15985376.98,163463.88,79.1,0.79789197,,,3.7,64.4,0.66372401,,,2.4,4.3862,22214,5065,168055119,Nordeste
7897,2908903,BA,2017,49593794.09,45437316.67,18811944.75,15119875.65,1322150.1,79.3,0.79211301,182.99,173.53,3.7,61.4,0.62778902,206.85,209.61,2.3,4.3862,22838,5044,178281559,Nordeste
7898,2908903,BA,2019,59908843.12,54401051.98,21483312.98,16996269.17,1471350.86,81.3,0.82002997,194.3,183.14,4.1,76.2,0.765957,230.35,228.16,3.3,4.3862,22605,4848,201272642,Nordeste
7903,2916708,BA,2013,15531148.82,14537786.18,4901470.48,4773804.95,18713.76,89.4,0.90034699,154.86,144.07,3.2,66.9,0.66776103,222.13,219.21,2.7,4.4309,7935,1815,49945667,Nordeste
7904,2916708,BA,2017,18953138.47,17781307.65,6609843.77,6551273.29,57580.48,96.3,0.96494299,208.28,202.77,5.4,67.8,0.68158901,237.36,247.96,3.2,4.4309,8256,1693,62512686,Nordeste
7905,2916708,BA,2019,23025599.58,22136643.81,7244225.64,6334506.75,267399.48,96.4,0.96328902,215.86,195.58,5.4,72.5,0.733998,238.41,240.19,3.4,4.4309,8319,1659,75861370,Nordeste
7906,2908705,BA,2013,32876357.28,31793919.42,13393799.69,11284655.5,0.0,95.1,0.94955599,216.05,196.69,5.4,82.5,0.817123,255.88,253.41,4.2,4.69,17687,4184,97909636,Nordeste
7907,2908705,BA,2015,39906164.38,38019838.58,16392352.54,0.0,0.0,93.3,0.93698198,,,5.9,76.5,0.76536602,,,4.2,4.69,17539,3836,121331146,Nordeste
7908,2908705,BA,2017,42412963.53,40485774.82,16385534.51,0.0,0.0,95.6,0.95802599,232.27,219.16,6.1,80.0,0.80729401,256.7,263.05,4.3,4.69,17392,3627,139360378,Nordeste
7909,2908705,BA,2019,49362387.67,47488658.22,19893335.31,0.0,0.0,93.9,0.94049197,234.64,226.69,6.2,82.6,0.82748699,281.73,286.36,5.1,4.69,17247,3435,157739754,Nordeste
7930,2611200,PE,2013,17554912.37,15725115.89,8032747.98,0.0,0.0,86.4,0.87284797,213.44,190.91,4.8,83.2,0.83879697,245.75,232.55,3.9,4.2276,11284,3211,66423292,Nordeste
7931,2611200,PE,2015,25582111.54,24903941.51,9661908.1,8384059.39,1255050.49,87.2,0.863702,,,4.9,61.2,0.60602403,,,2.9,4.2276,11291,3069,74298893,Nordeste
7932,2611200,PE,2017,28416501.0,27519728.02,11117083.11,9317702.3,1791984.08,89.9,0.89918298,209.92,191.22,4.9,92.1,0.92310202,254.44,252.6,4.7,4.2276,11296,2961,85549485,Nordeste
7933,2611200,PE,2019,36428613.33,35338345.01,12200478.96,10313557.65,1098870.71,91.0,0.90770298,219.91,204.91,5.3,94.7,0.94819498,271.13,264.29,5.3,4.2276,11302,2869,86447451,Nordeste
7934,2202539,PI,2013,11604111.57,11248454.22,5278265.06,4942499.92,180052.7,83.8,0.85015899,,,,63.1,0.65477097,228.83,230.02,2.8,3.7037,5731,1669,31167201,Nordeste
7935,2202539,PI,2015,14252557.66,13771077.95,5883956.08,4665806.57,664224.35,78.6,0.78798401,,,,77.1,0.79450899,,,3.2,3.7037,5776,1593,37109994,Nordeste
7936,2202539,PI,2017,15448877.67,14990738.39,5854662.81,4627294.71,694577.81,82.4,0.82915199,189.07,199.66,4.3,60.0,0.61000502,236.66,245.22,2.9,3.7037,5821,1541,44933316,Nordeste
7937,2202539,PI,2019,12439463.53,11891498.19,5086039.79,3746984.43,1006142.47,81.5,0.81712103,219.14,214.22,4.9,79.8,0.80791301,261.39,255.25,4.3,3.7037,5868,1512,44683188,Nordeste
7942,2309201,CE,2013,33902424.14,29783664.15,7793450.24,7773910.24,0.0,99.7,0.99757701,238.57,219.3,6.5,98.2,0.98312497,244.1,240.82,4.7,4.2266,14909,3989,96906072,Nordeste
7943,2309201,CE,2015,39063039.34,33620686.16,9770486.46,8154496.67,1567447.53,99.9,0.99919701,,,7.5,90.9,0.90746301,,,4.8,4.2266,15152,3905,123904261,Nordeste
7944,2309201,CE,2017,45488389.44,36855311.33,12898487.54,8378761.95,1842944.3,100.0,1.0,248.02,235.61,7.0,95.6,0.95564502,274.41,267.05,5.4,4.2266,15396,3886,141024649,Nordeste
7945,2309201,CE,2019,48539848.55,42777606.18,13427392.37,8593530.32,2338185.28,100.0,1.0,222.17,208.44,6.0,93.5,0.934039,263.33,262.55,5.1,4.2266,15565,3924,145586874,Nordeste
7953,2700706,AL,2013,34474954.88,32272368.93,12090180.36,11341671.53,0.0,91.5,0.91759902,185.08,167.86,4.2,80.0,0.82007599,217.17,209.91,3.1,4.1152,17883,5090,115255181,Nordeste
7954,2700706,AL,2015,42923101.55,39136246.13,16195442.57,15113945.15,88609.37,88.9,0.88908601,,,4.6,75.5,0.75420398,,,3.1,4.1152,18125,4889,147463225,Nordeste
7955,2700706,AL,2017,48886271.91,41230300.76,15955153.66,15175080.51,0.0,92.4,0.921956,199.91,186.94,4.8,86.6,0.86909097,234.63,238.16,4.0,4.1152,18341,4652,174237998,Nordeste
7956,2700706,AL,2019,56927648.62,53534817.3,21025700.5,19093832.34,1355920.98,97.1,0.972606,219.22,190.5,5.5,96.7,0.96691501,243.44,246.16,4.7,4.1152,18232,4353,171642010,Nordeste
7961,2109304,MA,2013,19057997.72,18598440.37,10485445.12,10099057.8,0.0,95.4,0.95344597,148.47,142.44,3.2,90.9,0.91181898,201.27,202.55,3.1,3.8643,11162,3991,46141034,Nordeste
7962,2109304,MA,2015,27385814.64,27033241.5,15418315.92,0.0,0.0,91.9,0.92115903,,,4.0,83.2,0.83142,,,3.4,3.8643,11305,3856,55082880,Nordeste
7963,2109304,MA,2017,29682358.33,29358430.74,14691464.6,14153682.1,0.0,94.1,0.94331598,176.41,165.91,4.1,87.8,0.88004202,212.46,220.21,3.4,3.8643,11443,3810,58277282,Nordeste
7964,2109304,MA,2019,23285761.48,23031343.09,18922757.37,18319614.79,218303.7,95.1,0.95180398,187.89,173.24,4.5,90.4,0.90416998,236.25,236.69,4.1,3.8643,11193,3631,68627039,Nordeste
7969,2303501,CE,2013,99642120.78,85762022.9,37928876.87,727276.36,901612.72,96.3,0.96568,195.78,185.47,4.9,88.1,0.88606501,249.78,249.44,4.4,4.3139,68981,16245,640553970,Nordeste
7970,2303501,CE,2015,132503770.89,112807759.14,47733077.99,527777.45,718432.12,97.8,0.97906798,,,5.4,93.2,0.93274701,,,5.1,4.3139,69980,15636,822905273,Nordeste
7971,2303501,CE,2017,149319104.97,127133085.22,56316050.3,486962.55,2710989.77,99.2,0.99154401,231.97,226.36,6.5,95.9,0.959683,252.46,264.45,5.1,4.3139,70987,15281,896071117,Nordeste
7972,2303501,CE,2019,179873563.16,152817263.57,57921592.2,99685.18,2842338.53,99.5,0.99457598,243.5,227.47,6.7,95.2,0.95255703,269.98,269.89,5.4,4.3139,71743,14928,919513928,Nordeste
7973,2204402,PI,2013,21017673.83,19492605.47,8262503.5,7802140.52,258631.97,74.9,0.74526602,190.91,171.69,3.5,81.3,0.834378,,,,4.1817,10664,3229,95989918,Nordeste
7974,2204402,PI,2015,24454706.96,22146973.07,9888811.82,9374732.56,387151.77,65.3,0.65293598,,,3.1,64.6,0.65271199,,,3.0,4.1817,10673,3044,177905872,Nordeste
7975,2204402,PI,2017,25751732.63,24030546.68,11670179.69,10428023.92,479613.34,73.5,0.73988801,187.28,172.24,3.5,78.3,0.79808599,254.1,263.98,4.2,4.1817,10681,2935,185880889,Nordeste
7976,2204402,PI,2019,30896873.43,28012197.26,12599912.75,12281814.77,310097.9,67.5,0.673801,195.46,179.03,3.3,76.4,0.77264398,238.72,243.91,3.6,4.1817,10690,2872,258571336,Nordeste
7981,2500734,PB,2013,10554574.04,10293560.84,2632900.29,2631200.29,1700.0,83.3,0.808101,197.16,164.49,3.8,90.1,0.89711303,229.96,223.38,3.8,4.672,2160,572,16150057,Nordeste
7982,2500734,PB,2015,12376271.61,11254748.9,2755563.92,2738202.88,5009.04,94.4,0.95073903,,,5.3,87.6,0.87437201,,,3.4,4.672,2187,579,20451821,Nordeste
7983,2500734,PB,2017,12672707.33,12251320.14,3034397.62,3013547.47,5761.0,98.4,0.98333901,205.89,189.58,5.3,95.6,0.95571703,235.55,234.78,4.3,4.672,2213,579,24392912,Nordeste
7984,2500734,PB,2019,15182885.3,14952830.24,3359929.23,3337542.0,6672.65,86.9,0.875606,190.86,175.57,4.2,85.8,0.87288803,248.11,243.27,4.2,4.672,2238,575,26204140,Nordeste
7985,2410405,RN,2013,17520755.5,16969184.14,6287982.04,6219104.71,67824.73,84.5,0.84667498,177.14,159.24,3.6,68.0,0.69038498,220.16,209.86,2.6,4.3145,8966,2643,65567886,Nordeste
7986,2410405,RN,2015,19743992.09,18575373.81,8162155.96,6938420.42,1223626.74,79.7,0.81281799,,,3.5,75.2,0.74968499,,,2.8,4.3145,9195,2559,70625708,Nordeste
